age,years_at_company,monthly_salary,training_hours,projects_completed,overtime_hours,satisfaction_score,manager_rating,attendance_rate,last_promotion_years,gender_encoded,education_encoded,department_encoded
0.9443914281899235,0.8589675912794593,-0.3193658279689848,0.4065598021226849,-0.3422071076412808,-0.24048599885536373,-1.2803076691590214,0.07274461908541582,-0.8542998935483074,-1.2506721170043777,0.998001996005988,-0.9145702595748283,-0.30552472254997726
-0.36882668808529817,-0.8060568156805089,0.07664458326886368,0.3369850948200948,-0.7016683551636346,1.7255309260935947,1.3517234467712627,0.7755911802971648,-0.8275355534342187,-1.6041690409739586,0.998001996005988,-0.9145702595748283,0.871834516563615
-1.025435746222909,-0.25104868002718617,0.09418133615463152,-0.706635514718756,0.1969847636422499,0.8829522439726125,0.47437974146116796,-0.8058135824292706,0.21627371101524895,-1.2506721170043777,-1.002002004006012,0.8910965905235495,-0.30552472254997726
0.19398107603265397,0.3039594556261365,1.2501549387967414,1.5197551189641256,1.6348297537316652,-0.1702711086786152,-1.1048389280970026,-0.5422461219748649,-0.29224875115244053,1.2238063507826893,0.998001996005988,-0.9145702595748283,1.4605141361204113
0.006378487993336589,1.598978438817223,0.7257278381682067,-1.1936584658368863,-1.0611296026859884,0.040373561851630345,-0.22749522278690762,-0.5422461219748649,1.6169408436525687,-0.19018134509563467,0.998001996005988,0.8910965905235495,1.4605141361204113
0.38158366407197136,-1.3610649513338318,-0.31787650712942916,-0.9501469902778211,1.4550991299704883,-1.0128497907995975,-0.7539014459729645,-1.5965159637924884,-1.3092936754878195,0.8703094268131083,-1.002002004006012,0.8910965905235495,0.871834516563615
-0.744031864163933,0.8589675912794593,-0.3533968091528315,-0.9849343439291162,-1.600321473969519,0.1808033422051274,0.8253172235852058,-0.4543903018233961,1.7061553106995317,-0.8971751930347966,0.998001996005988,0.8910965905235495,-0.8942043421067735
-0.744031864163933,-1.5460676632182726,-0.45783543302667173,1.0675195214972903,0.5564460111646037,-1.644783802390334,-0.13976085225589846,1.1270144609030397,-0.9435143605952704,0.5168125028435273,-1.002002004006012,-0.9145702595748283,-1.4828839616635696
0.47538495809163006,-1.5460676632182726,1.677664485791192,-0.04567579534415045,0.7361766349257807,-1.2234944613298429,1.79039529942631,1.4784377415089138,0.9924395743238275,-1.2506721170043777,-1.002002004006012,1.7939300155727385,0.2831548970068189
1.6010004863275342,-1.3610649513338318,1.5168550681401702,0.9283701068921103,-1.600321473969519,0.25101823238187587,-1.5435107807520498,0.16060043923688455,-0.5509707055886338,0.8703094268131083,-1.002002004006012,0.8910965905235495,0.2831548970068189
